statement,file_path,INCLUDE,INCLUDE_PATH,DEPENDENCY_EXISTS,LIBNAME,MACRO_DEF,MACRO_CALL,tables_sourcejoin,tables_table,source,input_table,output_table,WRITE_BACK,MISSING_LIBNAME
if last.usubjid;,SAS Files\cfb.sas,,,,,,,,,,,,No,
run;,SAS Files\cfb.sas,,,,,,,,,,,,No,
data &outdata;,SAS Files\cfb.sas,,,,,,,,,,,,No,
merge &outdata base1 (in = inbase);,SAS Files\cfb.sas,,,,,,,"&outdata, base1, (in, =, inbase)",,,,,No,
by usubjid visitnum;,SAS Files\cfb.sas,,,,,,,,,,,,No,
if inbase then,SAS Files\cfb.sas,,,,,,,,,,,,No,
ablfl = 'y';,SAS Files\cfb.sas,,,,,,,,,,,,No,
run;,SAS Files\cfb.sas,,,,,,,,,,,,No,
data &outdata;,SAS Files\cfb.sas,,,,,,,,,,,,No,
merge &outdata base2;,SAS Files\cfb.sas,,,,,,,"&outdata, base2",,,,,No,
by usubjid;,SAS Files\cfb.sas,,,,,,,,,,,,No,
%if &keepvars^= %then,SAS Files\cfb.sas,,,,,,,,,,,,No,
keep  &keepvars;,SAS Files\cfb.sas,,,,,,,,,,,,No,
;,SAS Files\cfb.sas,,,,,,,,,,,,No,
chg  = aval - base;,SAS Files\cfb.sas,,,,,,,,,,,,No,
pchg = chg/base*100;,SAS Files\cfb.sas,,,,,,,,,,,,No,
run;,SAS Files\cfb.sas,,,,,,,,,,,,No,
%mend cfb;,SAS Files\cfb.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* import the diabetes dataset */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"proc import datafile=""/home/u64112808/sasuser.v94/diabetes prediction project/diabetes.csv""",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
out=diabetes_data,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
dbms=csv,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
replace;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
getnames=yes;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* display dataset structure and metadata */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""imported diabetes dataset overview"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc contents data=diabetes_data;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* display metadata */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""metadata of diabetes dataset"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc contents data=diabetes_data;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* display the first 10 rows of the dataset */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""sample of the first 10 rows in the dataset"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc print data=diabetes_data(obs=10);,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* summary of missing values and basic statistics */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""summary of missing values and basic statistics"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc means data=diabetes_data n nmiss;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* frequency distribution of the target variable */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""frequency distribution of outcome variable"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc freq data=diabetes_data;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
tables outcome / missing;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* check for invalid zeros in key variables */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""checking missing and invalid values in key variables"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc means data=diabetes_data n nmiss min max;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
var glucose bloodpressure skinthickness insulin bmi;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* replace biologically invalid zeros with missing values */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
data diabetes_clean;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
set diabetes_data;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
if glucose = 0 then glucose = .;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
if bloodpressure = 0 then bloodpressure = .;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
if skinthickness = 0 then skinthickness = .;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
if insulin = 0 then insulin = .;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
if bmi = 0 then bmi = .;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* validate the dataset after replacing invalid zeros */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""summary after replacing invalid zeros with missing values"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc means data=diabetes_clean n nmiss min max;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
var glucose bloodpressure skinthickness insulin bmi;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* distribution of missing values after cleaning */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""checking distribution of missing values after cleaning"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc means data=diabetes_clean n nmiss;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* calculate means for missing value imputation */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc means data=diabetes_clean noprint;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
var glucose bloodpressure skinthickness insulin bmi;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
output out=mean_values,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
mean=mean_glucose mean_bp mean_st mean_insulin mean_bmi;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* impute missing values using calculated means */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
data diabetes_imputed;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
set diabetes_clean;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
if _n_ = 1 then set mean_values;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
if missing(glucose) then glucose = mean_glucose;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
if missing(bloodpressure) then bloodpressure = mean_bp;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
if missing(skinthickness) then skinthickness = mean_st;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
if missing(insulin) then insulin = mean_insulin;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
if missing(bmi) then bmi = mean_bmi;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* validate the dataset after imputation */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""summary after correcting imputation logic"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc means data=diabetes_imputed n nmiss min max;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* display the first 10 rows of the final dataset */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""final cleaned and preprocessed dataset after correct imputation"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc print data=diabetes_imputed(obs=10);,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* generate summary statistics for all numeric variables */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""descriptive statistics for key variables"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc means data=diabetes_imputed n mean std min max;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
var pregnancies glucose bloodpressure skinthickness insulin bmi diabetespedigreefunction age;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* analyze the distribution of glucose levels */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""distribution of glucose levels"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc sgplot data=diabetes_imputed;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
histogram glucose / binwidth=10;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
density glucose;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"xaxis label=""glucose level"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"yaxis label=""frequency"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* analyze the distribution of bmi */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""distribution of bmi"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc sgplot data=diabetes_imputed;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
histogram bmi / binwidth=2;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
density bmi;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"xaxis label=""body mass index (bmi)"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"yaxis label=""frequency"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* analyze the distribution of age */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""distribution of age"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc sgplot data=diabetes_imputed;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
histogram age / binwidth=5;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
density age;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"xaxis label=""age (years)"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"yaxis label=""frequency"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* compute correlations between key variables */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""correlation analysis of key variables"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc corr data=diabetes_imputed plots=matrix;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
var pregnancies glucose bloodpressure skinthickness insulin bmi diabetespedigreefunction age;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* analyze the distribution of the target variable */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""distribution of outcome (diabetes vs. non-diabetes)"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc freq data=diabetes_imputed;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
tables outcome / plots=freqplot;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* boxplot analysis for glucose by outcome */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""boxplot of glucose by outcome"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc sgplot data=diabetes_imputed;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
vbox glucose / category=outcome;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"xaxis label=""outcome (0: no diabetes, 1: diabetes)"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"yaxis label=""glucose level"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* boxplot analysis for bmi by outcome */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""boxplot of bmi by outcome"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc sgplot data=diabetes_imputed;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
vbox bmi / category=outcome;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"xaxis label=""outcome (0: no diabetes, 1: diabetes)"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"yaxis label=""bmi"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* boxplot analysis for age by outcome */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""boxplot of age by outcome"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc sgplot data=diabetes_imputed;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
vbox age / category=outcome;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"xaxis label=""outcome (0: no diabetes, 1: diabetes)"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"yaxis label=""age (years)"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"/* calculate mean and standard deviation for glucose, bmi, and age */",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc means data=diabetes_imputed noprint;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
var glucose bmi age;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
output out=stats mean=mean_glucose mean_bmi mean_age,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
std=std_glucose std_bmi std_age;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"/* standardize glucose, bmi, and age using calculated means and standard deviations */",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
data diabetes_scaled;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
set diabetes_imputed;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
if _n_ = 1 then set stats;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
z_glucose = (glucose - mean_glucose) / std_glucose;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
z_bmi = (bmi - mean_bmi) / std_bmi;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
z_age = (age - mean_age) / std_age;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* verify the scaled variables */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""summary of scaled features (z_glucose, z_bmi, z_age)"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc means data=diabetes_scaled n mean std min max;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
var z_glucose z_bmi z_age;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* add interaction terms and categorize bmi */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
data diabetes_engineered;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
set diabetes_scaled;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* interaction term: glucose and bmi */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
interaction_glucose_bmi = z_glucose * z_bmi;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* bmi categories */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"if bmi < 18.5 then bmi_category = ""underweight"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"else if bmi >= 18.5 and bmi < 25 then bmi_category = ""normal"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"else if bmi >= 25 and bmi < 30 then bmi_category = ""overweight"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"else bmi_category = ""obese"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* verify engineered features */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""summary of engineered features (interaction_glucose_bmi and bmi_category)"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc means data=diabetes_engineered n mean std min max;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
var interaction_glucose_bmi;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc freq data=diabetes_engineered;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
tables bmi_category;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* logistic regression to predict outcome (diabetes) */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""logistic regression model: predicting diabetes outcome"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc logistic data=diabetes_engineered descending;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"class bmi_category (ref=""normal""); /* specify bmi_category as a class variable */",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
model outcome = z_glucose z_bmi z_age interaction_glucose_bmi bmi_category / selection=stepwise;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
output out=logistic_results predicted=predicted_prob;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* create a binary prediction variable based on a 0.5 threshold */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
data logistic_results;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
set logistic_results;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"predicted_class = (predicted_prob >= 0.5); /* 1 = diabetes, 0 = no diabetes */",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* generate confusion matrix */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""confusion matrix for logistic regression predictions"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc freq data=logistic_results;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
tables outcome * predicted_class / chisq norow nocol nopercent;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* summarize confusion matrix values */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc sql;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
select,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"sum(case when outcome = 1 and predicted_class = 1 then 1 else 0 end) as tp, /* true positives */",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"sum(case when outcome = 0 and predicted_class = 0 then 1 else 0 end) as tn, /* true negatives */",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"sum(case when outcome = 0 and predicted_class = 1 then 1 else 0 end) as fp, /* false positives */",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
sum(case when outcome = 1 and predicted_class = 0 then 1 else 0 end) as fn /* false negatives */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"into :tp, :tn, :fp, :fn",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
from logistic_results;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
quit;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* calculate and display performance metrics */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
data performance_metrics;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
tp = &tp;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
tn = &tn;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
fp = &fp;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
fn = &fn;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
accuracy = (tp + tn) / (tp + tn + fp + fn);,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
precision = tp / (tp + fp);,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
recall = tp / (tp + fn);,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
specificity = tn / (tn + fp);,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
f1_score = 2 * (precision * recall) / (precision + recall);,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
output;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* display performance metrics */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""performance metrics for logistic regression model"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc print data=performance_metrics;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
var tp tn fp fn accuracy precision recall specificity f1_score;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
format accuracy precision recall specificity f1_score 8.3; /* format metrics for readability */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* generate roc curve and calculate auc */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""roc curve and auc for logistic regression"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc logistic data=diabetes_engineered plots(only)=roc;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"class bmi_category (ref=""normal"");",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
model outcome = z_glucose z_bmi z_age interaction_glucose_bmi bmi_category;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
output out=roc_results predicted=predicted_prob;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"title ""refined logistic regression model: excluding non-significant interaction term"";",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
proc logistic data=diabetes_engineered descending;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"class bmi_category (ref=""normal"");",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
model outcome = z_glucose z_bmi z_age bmi_category / selection=stepwise;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
output out=refined_logistic_results predicted=predicted_prob;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
run;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
title;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/******************************************,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
/* create a binary prediction variable based on a 0.5 threshold */,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
data refined_logistic_results;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
set refined_logistic_results;,SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
"predicted_class = (predicted_prob >= 0.5); /* 1 = diabetes, 0 = no diabetes */",SAS Files\Diabetes Prediction.sas,,,,,,,,,,,,No,
